Respondent.ID,Wave,S0_Sample,Province,Segment,Q20_Bank usage,Q21_Main bank,Q1_Main Bank 1,Q2_NPS Main bank 1,Q2_1_Reason for NPS Main bank 1,Q3_Likelihood to recommend Mobile Banking_Main Bank 1,Q3_1_Reason for likelihood to recommend Mobile Banking_Main Bank 1,Q4_CSAT Product_Main Bank 1,Q5_CSAT Service_Main Bank 1,Q6_CSAT Price & Promotion_Main Bank 1,Q7_CSAT Convenience_Main Bank 1,Q8_CSAT Experience_Main Bank 1,Q9a_R1_Debit Card_Main Bank 1,Q9a_R2_Credit card_Main Bank 1,Q9a_R4_Banca_Main Bank 1,Q9a_R6_Terms deposit_Main Bank 1,Q9a_R7_Bond/Funds_Main Bank 1,Q9a_R8_Secured Loan_Main Bank 1,Q9a_R9_Unsecured Loan/ Overdraft without Collateral_Main Bank 1,Q9a_The lowest rated product's score_Main Bank 1,Q9a_The lowest rated product_Main Bank 1,Q9a_1_Reason for the lowest rated product's CSAT_Main Bank 1,Q9_R1_Branch_Main Bank 1,Q9_R2_Telesales_Main Bank 1,Q9_R3_Call Center_Main Bank 1,Q9_R4_Fanpage_Main Bank 1,Q9_R6_ATM_Main Bank 1,Q9_The lowest rated channel's score_Main Bank 1,Q9_The lowest rated channel_Main Bank 1,Q9_1_Reason for the lowest rated channel's CSAT_Main Bank 1,Q10_Main bank 2,Q11_NPS Main bank 2,Q11_1_Reason for NPS Main bank 2,Q31_Likelihood to recommend Mobile Banking_Main Bank 2,Q31_1_Reason for likelihood to recommend Mobile Banking_Main Bank 2,Q12_CSAT Product_Main Bank 2,Q13_CSAT Service_Main Bank 2,Q14_CSAT Price & Promotion_Main Bank 2,Q15_CSAT Convenience_Main Bank 2,Q16_CSAT Experience_Main Bank 2,Q17a_R1_Debit Card_Main Bank 2,Q17a_R2_Credit card_Main Bank 2,Q17a_R4_Banca_Main Bank 2,Q17a_R6_Terms deposit_Main Bank 2,Q17a_R7_Bond/Funds_Main Bank 2,Q17a_R8_Secured Loan_Main Bank 2,Q17a_R9_Unsecured Loan/ Overdraft without Collateral_Main Bank 2,Q17a_The lowest rated product's score_Main Bank 2,Q17a_The lowest rated product_Main Bank 2,Q17a_1_Reason for the lowest rated product's CSAT_Main Bank 2,Q17_R1_Branch_Main Bank 2,Q17_R2_Telesales_Main Bank 2,Q17_R3_Call Center_Main Bank 2,Q17_R4_Fanpage_Main Bank 2,Q17_R6_ATM_Main Bank 2,Q17_The lowest rated channel's score_Main Bank 2,Q17_The lowest rated channel_Main Bank 2,Q17_1_Reason for the lowest rated channel's CSAT_Main Bank 2,Q18_Brand Awareness,Q18a_Drive customer value by sustainably protecting and growing assets,Q18a.1_The bank provides experienced RMs and product's experts,"Q18a.2_The bank provides innovative, exclusive, investment solutions that ensure a seamless experience",Q18a.3_The bank offers impressive customer loyalty program,"Q18b_Your trusted partner to unlock opportunities in the most flexible and convenient way, empowering you to make the most of life on your own terms",Q18b.1_The bank offers intuitive and user-friendly digital banking services to manage your payments and grow your assets continuously,Q18b.2_The bank opens opportunities through solutions designed specifically for you,Q18b.3_The bank provides flexible customer loyalty program which brings customer satisfaction,Q18c.1_The bank gives me the feeling of safety and trust when using products and services,Q18c.2_The bank offers solution tailored to my needs,Q18c.3_The bank accompanies me to persuade my financial goals,Q18c.4_The bank deliver greater experiences
g1I1UdfB/6GbEoqC5KFxYQ==,May'25,Online,Ho Chi Minh,MAF,Techcombank,Techcombank,Techcombank,10,Vì ngân hàng Techcombank có phí dịch vụ thấp.,10,"Vì ứng dụng ngân hàng trên điện thoại di động của ngân hàng Techcombank có giao diện trực quan, dễ sử dụng.",5,4,5,5,4,5,4,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Credit card,Vì thẻ tín dụng của ngân hàng Techcombank có phí thường niên thấp.,5,Not use in recent 1 month,4,5,4,4,Call Center,Vì nhân viên tổng đài chăm sóc khách hàng cá nhân của ngân hàng Techcombank rất thân thiện và lịch sự với khách hàng.,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,None of above,Techcombank,Techcombank
yY6OOOkuSnCUyZTfOi0+hg==,May'25,Offline,Ha Noi,MAF,MBBank,MBBank,MBBank,10,"MB là ngân hàng uy tín , lâu đời có nhiều của hàng giao dịch",10,Ứng dụng ngân hàng MB có nhiều hỗ trợ cho người dùng khi sùng các dịch vụ,4,4,5,4,4,4,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Credit card,"Khi cần dùng thẻ tín dụng tôi sử dụng chi tiêu nhanh chóng ,thủ tục đơn giản",Not use in recent 1 month,4,Not use in recent 1 month,Not use in recent 1 month,4,4,ATM,Máy ATM ở gần trường tôi là máy mới vừa nộp được tiền và rút được nhanh,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,MBBank",,,,,MB Bank,Techcombank,MB Bank,MB Bank,MB Bank,MB Bank,MB Bank,MB Bank
N5h+eGOeYQrsnJBYZbENXA==,May'25,Offline,Ho Chi Minh,AFF,ACB,ACB,ACB,10,"Ngân hàng có nhiều chi nhánh giao dịch  , nhân viên thân thiện , vui vẻ , ngân hàng đa dạng dịch vụ .",9,Bảo mật an toàn cao khi chuyển khoản.thao tác dễ chuyển tiền nhanh,4,5,4,5,5,4,4,I do not use this bank product,5,I do not use this bank product,4,I do not use this bank product,4,Debit,"Thẻ thiết kế đẹp mắt ,thẻ được chấp nhận thanh toán ở nhiều nơi tiện lợi",5,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,4,4,ATM,"Atm hiện đại ,sạch sẽ ,rút tiền nhanh",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",ACB,ACB,ACB,ACB,,,,,ACB,ACB,ACB,ACB
dmF40LoX5OpD37+REOGOBw==,May'25,Offline,Ho Chi Minh,AFF,"VPBank,ACB",VPBank,VPBank,9,"Ngân hàng lâu đời uy tín cao, có nhiều sản phẩm vay với lãi suất hợp lý cho khách hàng",9,"App chạy mượt ổn định ,thấy tính năng dễ sử dụng",5,5,5,5,4,5,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,I do not use this bank product,4,Credit card,"Có hạn mức tín dụng cao , lãi suất hợp lý",4,Not use in recent 1 month,5,Not use in recent 1 month,5,4,Branch,"Phòng giao dịch rộng rãi ngồi chờ thoải mái,chỗ giữ xe có bảo vệ lịch sự",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",VPBank,VPBank,VPBank,VPBank,,,,,VPBank,VPBank,VPBank,VPBank
AI56LAHZp8k6ccknfLL5Ig==,May'25,Offline,Ho Chi Minh,AFF,Techcombank,Techcombank,Techcombank,10,Uy tín của ngân hàng rất cao tại việt nam,10,"Đăng nhập nhanh , thời gian chờ khi chuyển tiền đi nhanh",5,5,5,4,5,5,5,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Debit,Thẻ tiện lợi có thể thanh toán ở bất kỳ cửa hàng mua sắm nào,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,4,4,ATM,"Máy atm sạch sẽ , không có mùi hôi",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",Techcombank,Techcombank,Techcombank,Techcombank,,,,,Techcombank,Techcombank,Techcombank,Techcombank
pwdB9gpBueTt+PeyLHxr/Q==,May'25,Offline,Ha Noi,MAF,"Techcombank,VPBank",VPBank,VPBank,9,"Ngân hàng này uy tín, hạn tín dụng cao, việc mở thẻ dễ dàng không bị lỗi khi sử dụng ngân hàng điẹn tử",10,Giao dịch nhanh chóng không bị lỗi khí sử dụng app,5,4,5,5,5,5,5,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Terms deposit,"Lãi suất cao, có ưu đãi  khi gửi tiết kiệm",5,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,4,4,ATM,"Atm luôn sẵn có tiền trong cây, giao dịch chính xác không bị lỗi",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank,VPBank
nhHXjgbZZXfsKsydoCLZlQ==,May'25,Offline,Ha Noi,AFF,Techcombank,Techcombank,Techcombank,9,Có nhiều chi nhánh địa điểm trên các phố dễ tìm,9,Có các ứng dụng gửi tiền onlien nhanh,4,4,4,5,4,4,4,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Credit card,Có liên kết với nhiều nhãn hàng mua sắm,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,4,4,ATM,Máy ATM loại mới có thể nộp tiền tại cây không cần vào quầy giao dịch nhanh gọn,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,VPBank",Techcombank,Techcombank,Techcombank,Techcombank,,,,,Techcombank,Techcombank,Techcombank,Techcombank
lTHP6YlDkMdesh4ex9yk+A==,May'25,Offline,Ho Chi Minh,AFF,Techcombank,Techcombank,Techcombank,10,"Miễn phí chuyển khoản , ngân hàng được nhiều người dùng thuận tiện giao dịch",9,"Có hạn mức chuyển tiền trong ngày cao,
Quét mã QR giao dịch nhanh không bị lỗi",4,5,5,5,5,5,5,4,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Banca,Được liên kết với công ty bảo hiểm uy tín nên yên tâm sử dụng,5,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,5,5,ATM,"Máy atm được đặt nhiều nơi thuận tiện rút tiền khi cần tiện lợi , máy rút tiền nhanh không bị lỗi",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",Techcombank,Techcombank,Techcombank,Techcombank,,,,,Techcombank,Techcombank,Techcombank,Techcombank
Li1o7tfVqlxVE3xpB7nKWw==,May'25,Offline,Ho Chi Minh,AFF,ACB,ACB,ACB,9,Uy tín ngân hàng cao được nhiều người tin dùng . Nhân viên làm giao dịch nhanh không phải chờ lâu .,9,"App xài ít tốn dung lượng ,nhiều lớp bảo mật an toàn .",4,5,4,4,5,4,4,I do not use this bank product,5,I do not use this bank product,4,I do not use this bank product,4,Debit,"Dùng thẻ để rút tiền , thanh toán mua sắm dễ .quy trình cấp lại thẻ nhanh khi bị mất .",4,Not use in recent 1 month,Not use in recent 1 month,4,Not use in recent 1 month,4,Fanpage,"Dễ tìm kiếm các thông tin liên quan tới ưu đãi ,các sản phẩm mới trên facebook của ACB",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",ACB,ACB,ACB,ACB,,,,,ACB,ACB,ACB,ACB
m7ZbT4/KdZNrBU6L0oG2tA==,May'25,Offline,Ho Chi Minh,MAF,Vietcombank,Vietcombank,Vietcombank,8,Nhân viên ngân hàng cần làm thủ tục nhanh hơn để khách không phải chờ lâu .,9,"Tải app về cài đặt dễ , chuyển tiền nhanh .",4,3,4,4,3,4,I do not use this bank product,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,4,4,Unsecured Loan/ Overdraft without Collateral,"Lãi suất vay thấp ,hồ sơ vay duyệt nhanh",Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,4,4,ATM,Luôn có sẵn tiền tại các trụ atm khi rút .,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,Vietinbank",,,,,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,None of above
y8XQlFLzpk17KnATx+1tdg==,May'25,Offline,Ho Chi Minh,AFF,Vietcombank,Vietcombank,Vietcombank,9,"Ngân hàng lâu đời có danh tiếng tốt , bảo mật thông tin khách hàng cao . Nhân viên giàu kinh nghiệm .",9,Ưng dụng hoạt động ổn định không bị lag,4,5,5,4,4,4,I do not use this bank product,I do not use this bank product,4,I do not use this bank product,5,I do not use this bank product,4,Terms deposit,Gửi tiền lãi suất cao,4,Not use in recent 1 month,4,Not use in recent 1 month,4,4,Branch,"Chi nhánh rộng rãi ,bãi gửi xe luôn có sẵn chỗ khi tới .",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",Vietcombank,Vietcombank,Vietcombank,Vietcombank,,,,,Vietcombank,Vietcombank,Vietcombank,Vietcombank
44ZC6PpvBZgcox3tSNZhvw==,May'25,Offline,Ha Noi,MAF,Vietcombank,Vietcombank,Vietcombank,9,"Chuyển khoản nhanh, ít bảo trì. Lãi suất và các chi phí được thông báo rõ ràng minh bạch",9,"Chuyển khoản nhanh, ít gặp lỗi khi giao dịch. Ít khi bảo trì app",5,4,5,4,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Terms deposit,"Ngân hàng uy tín nên yên tân khi gửi tiền, lãi suất rõ ràng minh bạch",5,Not use in recent 1 month,4,Not use in recent 1 month,Not use in recent 1 month,4,Call Center,"Nhân viên tổng đài có giọng nhẹ nhàng dễ nghe. Cung cấp thông tin đầy đủ, giải thích dễ hiểu",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,Vietinbank",,,,,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank
lwem2EL7nhEZM4QF8jy6dA==,May'25,Offline,Ho Chi Minh,MAF,Vietcombank,Vietcombank,Vietcombank,9,Nhận lương qua ngân hàng nhanh . Vay thế chấp lãi suất thấp .,9,Giao diện sắp xếp dễ sử dụng ít bị lỗi hệ thống,5,4,5,4,4,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,I do not use this bank product,4,Debit,Thẻ hiện đại dùng để rút tiền an toàn,4,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,4,Branch,Nhân viên niềm nở có kiến thức chuyên môn cao khi tư vấn cho khách,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank
HmefNuvZXJ4eZ1yy8pSAfQ==,May'25,Offline,Ha Noi,AFF,"Vietcombank,Techcombank",Techcombank,Techcombank,10,Techcombank là ngân hàng có chiến lược đảm bảo sự tăng trưởng bền vững và phát triển nhiều khách hàng mới,10,"Ứng dụng kỹ thuật số hiện đại,công nghệ tiên tiến và có mức độ bảo mật cao",5,4,4,5,5,5,I do not use this bank product,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Debit,"Thẻ được thiết kế đơn giản,bắt mắt và được chấp nhận sử dụng ở nhiều điểm thanh toán",Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,,,,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",Techcombank,Techcombank,Techcombank,Techcombank,,,,,Techcombank,Techcombank,Techcombank,Techcombank
TbwAtFVrTb1EK3+/uH7hcA==,May'25,Offline,Ha Noi,AFF,Vietcombank,Vietcombank,Vietcombank,9,"Vietcombank là ngân hàng có chất lượng,hiệu quả hoạt động tốt nhất Việt Nam với quy mô lợi nhuận và đóng góp cho ngân sách Nhà nước lớn nhất.",9,Bảo mật cao và tích hợp nhiều tiện ích thuận tiện cho người dùng,4,5,5,5,5,4,I do not use this bank product,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Debit,"Vietcombank luôn chú trọng số hóa hoạt động thẻ,triển khai các giải pháp tiện ích để tối đa hóa hoạt động thanh toán,chi tiêu bằng thẻ của khách hàng.",Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,,,,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",Vietcombank,Vietcombank,Vietcombank,Vietcombank,,,,,Vietcombank,Vietcombank,Vietcombank,Vietcombank
SNSMFlDu5hqHBe2RrYPF5Q==,May'25,Offline,Ha Noi,MAF,VPBank,VPBank,VPBank,9,Nhân viên các bộ phận chu đáo nhiệt tình,10,App hầu như không bị lỗi tôi dùng thấy dễ dàng,4,5,4,5,4,4,4,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Debit,Thẻ thuận tiện cho việc thanh toán cả online và trực tiếp,4,5,4,Not use in recent 1 month,5,4,Call Center,Nhân viên bắt  máy nhanh và trả lời đúng nội dung câu hỏi,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,VPBank,Vietinbank,VPBank,Vietcombank,VPBank,VPBank,VPBank,VPBank
Hfm/ho4er75A1ZTZwTmbZg==,May'25,Offline,Ho Chi Minh,AFF,"Vietcombank,MBBank",MBBank,MBBank,9,"Nhân viên quầy lễ tân tiếp đón khách niềm nở khi vào .
Phòng giao dịch khang trang hiện đại",9,"Ứng dụng bảo mật cao , load nhanh không bị gián đoạn khi xài",5,5,4,5,5,5,4,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Credit card,Thẻ có nhiều ưu đãi hấp dẫn khi thanh toán tại các điểm liên kết với ngân hàng,5,Not use in recent 1 month,4,Not use in recent 1 month,5,4,Call Center,Tổng đài có nhân viên trực 24/24 dễ dàng liên hệ khi cần gấp mà không phải ra trực tiếp ngân hàng,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",MB Bank,MB Bank,MB Bank,MB Bank,,,,,MB Bank,MB Bank,MB Bank,MB Bank
50vNR53D5MO3a4AcD2kMtw==,May'25,Offline,Ha Noi,AFF,Vietcombank,Vietcombank,Vietcombank,10,Ngân hàng có từ lâu đời trên cả nước ngân hàng không có tại tiếng gì trên thị trường,9,Dễ dàng sử dụng chhyeenr khoản nhanh không có lỗi khi giao dịch,5,4,4,5,4,5,5,4,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Banca,"Hợp đồng diẽn giải mình bạch, quyền lợi dễ hiểu",5,Not use in recent 1 month,4,5,4,4,Call Center,"Số hotlive dễ nhớ,  nhân viên trả lời người nghe dễ hiểu vấn đề",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",Vietcombank,Vietinbank,Vietcombank,Vietcombank,,,,,VPBank,Techcombank,Vietcombank,Vietcombank
21uHRsSWsbsJ3Fr2aMvrlg==,May'25,Offline,Ho Chi Minh,MAF,"BIDV,Techcombank",BIDV,BIDV,10,Chi nhánh rộng sạch sẽ nằm trên các trục đường chính thuận tiện . Nhiều sản phẩm dịch vụ mới phù hợp cá nhân .,10,Chuyển tiền liên ngân hàng nhanh an toàn tuyệt đối,4,4,5,5,5,4,I do not use this bank product,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,4,4,Debit,Dùng thẻ để giao dịch ở nhiều cây atm của ngân hàng khác đều được,Not use in recent 1 month,Not use in recent 1 month,4,Not use in recent 1 month,4,4,ATM,Các tính năng trên máy atm dễ hiểu dễ sử dụng . Có nhiều trụ atm trên đường .,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,BIDV,BIDV,BIDV,BIDV,BIDV,BIDV,BIDV,BIDV
DAxu1jb99iaF7Hd0HuoZ2w==,May'25,Offline,Ha Noi,MAF,Techcombank,Techcombank,Techcombank,10,"Có nhiều chi nhánh, giao dịch viên thân thiện,xử lý nhanh",9,"Ứng dụng thông minh, nhanh chóng , dễ dùng",5,4,5,4,4,5,5,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Terms deposit,"Vì ngân hàng uy tín, yên tâm gửi tiền, lãi suất ổn định",5,3,4,4,3,3,Telesales,Vì tôi ít khi dùng kênh này,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank
oIhvzPnN0FOb2BpBcC6V9w==,May'25,Offline,Ho Chi Minh,AFF,Techcombank,Techcombank,Techcombank,9,"Chi nhánh rộng khắp giao dịch mọi lúc mọi nơi , phí thường niên hợp lý, ngân hàng nhiều người tin dùng",9,"Thanh toán online mọi lúc mọi nơi nhanh chóng, chuyển khoản liên ngân hàng trên app không tốn phí",5,5,5,5,4,5,5,I do not use this bank product,5,I do not use this bank product,4,I do not use this bank product,4,Secured Loan,"Thủ tục vay được nhân viên hổ trợ hướng dẫn nhanh gọn , lãi suất tư vấn rõ ràng",4,5,5,Not use in recent 1 month,5,4,Branch,"Chi nhánh rộng khắp , có nhân viên năng động xử lý công việc nhanh nhẹn",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",Techcombank,Techcombank,Techcombank,Techcombank,,,,,Techcombank,Techcombank,Techcombank,Techcombank
VkEMRFihd4NTqhwXn216Hg==,May'25,Offline,Ha Noi,AFF,MBBank,MBBank,MBBank,9,"Dịch  vụ khách hàng tốt , nhân viên phòng giao dịch nhiệt tình hỗ trợ trả lời đầy đủ các câu hỏi của khách hàng",10,Đảm bảo an toàn khi sử dụng ứng dụng của ngân hàng không bị lỗi bị treo . Ứng Dũng chạy nhanh,4,4,5,4,5,I do not use this bank product,5,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Terms deposit,"Lãi suất hấp dẫn , gửi tiền nhanh và đơn giản chỉ cần thao tác trên app ngân hàng",5,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,5,Branch,Chi nhánh rộng rãi sạch sẽ nhân viên phòng giao dịch nhiệt tình vui vẻ trả lời đầy đủ câu hỏi của khách hàng,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",BIDV,Techcombank,MB Bank,MB Bank,,,,,BIDV,Vietcombank,MB Bank,MB Bank
wEO1o+dd1xQBNZf0W5kY3g==,May'25,Offline,Ho Chi Minh,AFF,ACB,ACB,ACB,9,Ngân hàng acb lúc nào cũng có tính bảo mật cao,9,Giao diện app đơn giản dễ nhìn,5,5,5,5,4,4,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Debit,Miễn phí rút tiền tại cây atm acb,Not use in recent 1 month,Not use in recent 1 month,5,4,4,4,ATM,Tiện lợi dễ tìm vì quận nào cũng có máy atm,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",ACB,ACB,ACB,ACB,,,,,ACB,ACB,ACB,ACB
s6hdAp7PLILa1na8ybSkPA==,May'25,Offline,Ho Chi Minh,MAF,ACB,ACB,ACB,9,Thủ tục tạo tài khoản acb đơn giản,10,"Ứng dụng đăng nhập nhanh , dễ kiểm tra biến động số dư của tài khoản",4,5,5,5,4,5,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Debit,Phí thường niên hàng năm thấp,5,Not use in recent 1 month,Not use in recent 1 month,5,4,4,ATM,Máy atm sơn màu xanh dương và xanh lá cây làm dễ thấy trên đường,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,ACB,ACB,ACB,ACB,ACB,ACB,ACB,ACB
7yHPWg0DF30k373fhcQb9A==,May'25,Offline,Ha Noi,MAF,MBBank,MBBank,MBBank,10,"Là ngân hàng uy tín được nhiều người tin tưởng, có mạng lưới chi nhánh rất thuận tiện giao dịch, có nhiều chương trình ưu đãi cho khách hàng",10,"Ứng dụng tương thích với điện thoại và vào bấm để chuyển tiền thấy nhanh không bị chậm, không lỗi mạng, Cảm thấy tiện lợi chuyển tiền ko phải ra tận cây chuyển",4,5,4,5,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Terms deposit,"Gửi tiết kiệm dễ dàng, lãi xuất minh bạch và rõ ràng được thông báo bằng tin nhắn đầy đủ",5,Not use in recent 1 month,4,Not use in recent 1 month,5,4,Call Center,"Tổng đài luôn trực máy và nghe máy không để chờ quá lâu, giải thích và hỗ trợ cho khách hàng rất nhanh chóng dễ hiểu",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,Vietinbank",,,,,MB Bank,MB Bank,MB Bank,MB Bank,MB Bank,MB Bank,MB Bank,MB Bank
rp4hvIuFSEJDxcmGdARd9w==,May'25,Offline,Ho Chi Minh,AFF,ACB,ACB,ACB,10,Nhân viên tại các chi nhánh sử lý các yêu cầu của khách hàng nhanh,9,"App acb chạy rất mượt , thao tác đăng nhập vào nhanh",5,4,5,5,5,5,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Credit card,Hàng tháng đều có nhiều ưu đãi khi thanh toán bằng thẻ cho tiêu dùng,5,Not use in recent 1 month,Not use in recent 1 month,4,4,4,ATM,"Các máy atm sạch sẽ , không có rác , chổ để xe tại cây atm rộng rải",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",ACB,ACB,ACB,ACB,,,,,ACB,ACB,ACB,ACB
